AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,INCOME,ANNUAL_KM,ID,OUTCOME
40-64,female,20-29,high school,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,5.0,average,19320.0,832592.0,0.0
16-25,female,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,24150.0,469490.0,1.0
26-39,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,14490.0,379389.0,0.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,726757.0,0.0
26-39,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,2.0,0.0,1.0,minmal,14490.0,921368.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,73961.0,0.0
26-39,male,10-19,high school,1.0,before 2015,1.0,0.0,sedan,9.0,0.0,2.0,below average,11270.0,441403.0,0.0
26-39,male,10-19,university,0.0,before 2015,1.0,1.0,sedan,2.0,0.0,1.0,below average,19320.0,906536.0,1.0
26-39,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,2.0,above average,17710.0,792208.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,3.0,average,16101.0,512935.0,1.0
26-39,male,10-19,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,2.0,average,27370.0,709288.0,1.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,8.0,1.0,0.0,average,16101.0,853741.0,0.0
16-25,female,0-9,high school,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,19320.0,940061.0,0.0
26-39,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,414765.0,1.0
26-39,female,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,798631.0,1.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sedan,5.0,0.0,1.0,average,20930.0,725524.0,0.0
40-64,male,20-29,university,1.0,after 2015,0.0,1.0,sedan,6.0,1.0,1.0,above average,12880.0,508867.0,0.0
16-25,female,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,,653578.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,95896.0,1.0
26-39,male,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,below average,20930.0,117561.0,0.0
40-64,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,4.0,1.0,3.0,average,14490.0,587659.0,0.0
16-25,female,0-9,high school,1.0,after 2015,0.0,1.0,sports car,0.0,0.0,0.0,average,16101.0,364265.0,0.0
65+,female,30+,none,1.0,before 2015,1.0,0.0,sedan,1.0,1.0,1.0,above average,22540.0,503289.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,283255.0,1.0
40-64,male,10-19,university,0.0,after 2015,0.0,0.0,sedan,7.0,0.0,0.0,above average,19320.0,574217.0,0.0
40-64,female,20-29,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,4.0,above average,19320.0,763621.0,0.0
40-64,male,10-19,none,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,1.0,average,,125857.0,0.0
26-39,female,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,19320.0,549806.0,0.0
65+,male,30+,high school,1.0,after 2015,0.0,1.0,sedan,7.0,1.0,2.0,above average,19320.0,73235.0,0.0
40-64,male,20-29,none,0.0,after 2015,0.0,1.0,sedan,9.0,0.0,2.0,below average,16101.0,921978.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,1.0,average,19320.0,689103.0,0.0
65+,female,30+,university,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,1.0,above average,24150.0,105701.0,0.0
26-39,male,10-19,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,1.0,average,17710.0,848340.0,0.0
26-39,male,0-9,university,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,16101.0,625135.0,0.0
16-25,male,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,,16925.0,1.0
65+,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,6.0,1.0,2.0,above average,9660.0,506850.0,0.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,19320.0,387325.0,1.0
65+,male,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,855116.0,0.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,0.0,average,20930.0,954227.0,0.0
65+,male,30+,none,1.0,after 2015,1.0,1.0,sedan,4.0,0.0,1.0,above average,17710.0,946001.0,0.0
65+,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,2.0,above average,14490.0,555993.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,1.0,1.0,0.0,above average,14490.0,608175.0,0.0
26-39,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,352107.0,1.0
26-39,female,10-19,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,17710.0,637550.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,2.0,1.0,1.0,average,24150.0,235902.0,1.0
26-39,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,801829.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,24150.0,130027.0,0.0
65+,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,average,12880.0,563738.0,0.0
65+,female,20-29,university,0.0,after 2015,1.0,1.0,sedan,2.0,0.0,2.0,average,14490.0,668757.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sports car,0.0,0.0,0.0,minmal,22540.0,838034.0,1.0
26-39,female,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,721998.0,1.0
40-64,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,16101.0,819635.0,1.0
16-25,male,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,308032.0,1.0
40-64,female,20-29,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,3.0,average,24150.0,532904.0,0.0
40-64,male,20-29,high school,1.0,after 2015,1.0,1.0,sedan,4.0,1.0,3.0,above average,14490.0,312187.0,0.0
40-64,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,average,20930.0,12262.0,1.0
40-64,male,10-19,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,1.0,above average,24150.0,133581.0,0.0
65+,male,30+,high school,1.0,after 2015,1.0,1.0,sedan,11.0,1.0,5.0,above average,16101.0,673091.0,0.0
40-64,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,0.0,above average,,547501.0,0.0
26-39,female,0-9,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,,76282.0,0.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,1.0,above average,17710.0,299279.0,0.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sports car,4.0,1.0,3.0,above average,16101.0,928094.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,5.0,1.0,6.0,above average,16101.0,416004.0,0.0
40-64,female,10-19,none,0.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,average,,322968.0,0.0
40-64,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,11270.0,625037.0,1.0
16-25,female,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,9660.0,11165.0,0.0
65+,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,17710.0,652898.0,0.0
65+,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,743389.0,1.0
26-39,male,10-19,none,1.0,after 2015,0.0,1.0,sedan,1.0,1.0,2.0,average,20930.0,680335.0,0.0
16-25,male,0-9,none,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,197241.0,1.0
65+,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,4.0,0.0,5.0,above average,22540.0,43001.0,0.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,2.0,2.0,2.0,above average,19320.0,776035.0,0.0
40-64,female,0-9,university,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,243866.0,0.0
65+,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,0.0,average,,363602.0,0.0
40-64,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,472358.0,1.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sedan,4.0,0.0,4.0,above average,17710.0,229818.0,0.0
26-39,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,4830.0,615030.0,1.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,3.0,above average,16101.0,426781.0,0.0
26-39,female,10-19,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,1.0,below average,20930.0,99606.0,0.0
40-64,male,10-19,high school,1.0,before 2015,0.0,0.0,sedan,1.0,0.0,0.0,above average,25760.0,372252.0,1.0
40-64,female,20-29,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,3.0,average,16101.0,477879.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,22540.0,885584.0,1.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,below average,17710.0,884549.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,25072.0,1.0
16-25,male,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,24150.0,293850.0,1.0
26-39,female,10-19,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,average,24150.0,958242.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,20930.0,475556.0,0.0
65+,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,1.0,above average,,282620.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,3.0,above average,16101.0,914844.0,0.0
65+,male,30+,university,1.0,before 2015,0.0,1.0,sedan,5.0,2.0,4.0,above average,19320.0,78568.0,0.0
16-25,male,0-9,none,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,,598844.0,0.0
65+,male,30+,university,1.0,after 2015,0.0,1.0,sedan,15.0,2.0,8.0,above average,14490.0,705089.0,0.0
65+,female,10-19,high school,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,0.0,above average,17710.0,127187.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sports car,0.0,0.0,0.0,minmal,19320.0,873729.0,1.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,5.0,1.0,1.0,above average,19320.0,169783.0,0.0
40-64,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,1.0,average,19320.0,864188.0,0.0
16-25,female,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,25760.0,19556.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,20930.0,293460.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,24150.0,239505.0,0.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sports car,7.0,1.0,0.0,above average,,19951.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sports car,0.0,0.0,0.0,minmal,,519000.0,0.0
26-39,female,10-19,high school,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,262721.0,1.0
65+,male,0-9,high school,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,456173.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,3.0,average,17710.0,476077.0,0.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,below average,20930.0,787379.0,0.0
26-39,female,10-19,none,1.0,after 2015,1.0,1.0,sports car,0.0,0.0,0.0,minmal,17710.0,374192.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,6.0,1.0,2.0,above average,11270.0,138028.0,1.0
65+,female,0-9,high school,1.0,before 2015,0.0,1.0,sports car,0.0,0.0,0.0,above average,20930.0,851207.0,0.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,11.0,0.0,1.0,above average,9660.0,213371.0,0.0
40-64,female,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,11270.0,866021.0,0.0
65+,female,30+,high school,0.0,after 2015,1.0,1.0,sedan,1.0,0.0,3.0,above average,20930.0,941648.0,0.0
26-39,male,10-19,university,0.0,before 2015,0.0,0.0,sedan,4.0,1.0,4.0,below average,17710.0,383749.0,0.0
40-64,male,0-9,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,159418.0,0.0
26-39,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,17710.0,453516.0,1.0
65+,male,30+,high school,1.0,after 2015,1.0,1.0,sedan,6.0,0.0,2.0,above average,14490.0,732666.0,0.0
40-64,male,20-29,none,1.0,before 2015,0.0,1.0,sedan,3.0,1.0,4.0,minmal,22540.0,302346.0,0.0
16-25,female,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,228185.0,1.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,951457.0,1.0
26-39,female,0-9,university,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,414599.0,0.0
40-64,male,20-29,none,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,8.0,average,14490.0,298663.0,0.0
26-39,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,540609.0,1.0
26-39,female,10-19,none,1.0,before 2015,1.0,1.0,sedan,0.0,1.0,1.0,below average,,560000.0,0.0
16-25,male,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,17710.0,176917.0,1.0
16-25,female,0-9,university,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,575987.0,0.0
40-64,female,20-29,high school,0.0,before 2015,1.0,1.0,sedan,3.0,2.0,1.0,above average,9660.0,971097.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,532222.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,22540.0,406606.0,1.0
65+,female,20-29,high school,1.0,after 2015,0.0,1.0,sedan,1.0,2.0,1.0,above average,14490.0,377653.0,0.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,3.0,below average,12880.0,554754.0,0.0
26-39,male,10-19,university,0.0,before 2015,0.0,1.0,sedan,0.0,1.0,2.0,below average,17710.0,501479.0,1.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,3.0,average,19320.0,412394.0,0.0
40-64,female,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,,81463.0,1.0
65+,male,30+,high school,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,3.0,below average,14490.0,571030.0,0.0
65+,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,14490.0,194108.0,1.0
40-64,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,2.0,above average,20930.0,189392.0,0.0
26-39,female,10-19,none,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,0.0,minmal,24150.0,744452.0,0.0
40-64,male,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,17710.0,92583.0,1.0
40-64,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,24150.0,969759.0,1.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,average,25760.0,486743.0,1.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,14490.0,538003.0,0.0
40-64,male,10-19,none,1.0,before 2015,0.0,1.0,sedan,5.0,0.0,1.0,average,24150.0,458054.0,0.0
65+,male,30+,high school,0.0,before 2015,0.0,1.0,sedan,8.0,1.0,3.0,above average,16101.0,430899.0,1.0
16-25,female,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,17297.0,1.0
16-25,female,0-9,none,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,86349.0,1.0
16-25,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,,299927.0,1.0
40-64,female,20-29,university,1.0,before 2015,1.0,0.0,sedan,2.0,1.0,1.0,above average,9660.0,4035.0,0.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,210243.0,1.0
26-39,female,10-19,university,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,1.0,above average,20930.0,42186.0,0.0
26-39,female,10-19,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,average,22540.0,543550.0,0.0
40-64,male,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,12880.0,13712.0,1.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,3.0,1.0,0.0,above average,20930.0,599712.0,0.0
26-39,female,10-19,none,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,3.0,minmal,19320.0,124584.0,0.0
40-64,female,20-29,none,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,0.0,below average,16101.0,933211.0,0.0
16-25,male,0-9,none,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,207471.0,1.0
26-39,male,10-19,none,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,,784538.0,0.0
40-64,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,above average,22540.0,902361.0,0.0
16-25,female,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,324572.0,1.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,5.0,above average,19320.0,211850.0,0.0
65+,female,10-19,high school,1.0,after 2015,1.0,1.0,sports car,2.0,0.0,0.0,above average,14490.0,309784.0,1.0
16-25,male,0-9,university,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,16101.0,960325.0,1.0
16-25,male,0-9,high school,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,25760.0,645539.0,1.0
40-64,male,0-9,university,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,19320.0,760850.0,1.0
40-64,female,20-29,university,1.0,after 2015,1.0,0.0,sedan,0.0,2.0,1.0,above average,19320.0,660265.0,0.0
26-39,male,10-19,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,2.0,average,19320.0,211439.0,0.0
26-39,male,10-19,none,1.0,before 2015,1.0,0.0,sedan,5.0,0.0,1.0,minmal,,616100.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,392753.0,1.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,minmal,24150.0,742475.0,0.0
40-64,female,20-29,none,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,19320.0,265238.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,3.0,above average,20930.0,168864.0,1.0
40-64,male,20-29,university,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,16101.0,976988.0,1.0
26-39,female,10-19,high school,0.0,before 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,,787825.0,0.0
40-64,male,20-29,high school,0.0,after 2015,1.0,1.0,sedan,2.0,0.0,5.0,average,20930.0,725533.0,0.0
40-64,male,20-29,high school,0.0,after 2015,0.0,1.0,sedan,3.0,0.0,1.0,below average,20930.0,907579.0,0.0
65+,female,30+,university,0.0,before 2015,1.0,1.0,sedan,2.0,1.0,2.0,above average,17710.0,403255.0,0.0
65+,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,323189.0,0.0
65+,male,10-19,university,1.0,before 2015,1.0,0.0,sedan,4.0,0.0,2.0,above average,12880.0,188958.0,1.0
26-39,female,10-19,university,1.0,after 2015,0.0,1.0,sports car,0.0,0.0,0.0,above average,20930.0,645162.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,7.0,2.0,8.0,above average,11270.0,777652.0,0.0
16-25,male,0-9,high school,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,,183176.0,0.0
16-25,female,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,22540.0,581847.0,1.0
40-64,female,20-29,high school,0.0,after 2015,1.0,1.0,sedan,1.0,2.0,3.0,average,11270.0,834076.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,average,16101.0,576135.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,2.0,below average,,398191.0,0.0
26-39,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,12880.0,752000.0,1.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,1.0,above average,14490.0,392072.0,0.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,662319.0,0.0
65+,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,1.0,above average,14490.0,407773.0,0.0
40-64,male,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,24150.0,696919.0,1.0
40-64,female,20-29,none,1.0,before 2015,1.0,1.0,sedan,3.0,0.0,2.0,minmal,14490.0,343177.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,3.0,1.0,6.0,above average,16101.0,194042.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,176374.0,1.0
26-39,male,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,20930.0,696638.0,1.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,1.0,above average,11270.0,891435.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,22540.0,519180.0,1.0
40-64,male,10-19,none,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,3.0,average,22540.0,303094.0,0.0
26-39,female,10-19,none,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,17710.0,19948.0,0.0
40-64,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,20930.0,786718.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,9660.0,942824.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,1.0,sedan,2.0,1.0,1.0,average,22540.0,671968.0,0.0
40-64,female,20-29,university,0.0,after 2015,0.0,1.0,sedan,2.0,1.0,1.0,above average,19320.0,840643.0,0.0
40-64,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,above average,14490.0,625580.0,0.0
40-64,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,1.0,3.0,above average,,965608.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,1.0,average,17710.0,732405.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,2.0,average,,237392.0,0.0
40-64,female,20-29,university,1.0,after 2015,0.0,0.0,sedan,1.0,1.0,1.0,above average,24150.0,848840.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,0.0,sedan,2.0,0.0,0.0,below average,19320.0,555632.0,1.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,4.0,1.0,6.0,above average,16101.0,338062.0,0.0
16-25,male,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,20930.0,258366.0,1.0
40-64,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,0.0,above average,16101.0,15598.0,0.0
40-64,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,557897.0,1.0
16-25,female,0-9,none,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,253559.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,14490.0,577935.0,1.0
65+,female,30+,high school,0.0,before 2015,1.0,1.0,sedan,4.0,2.0,2.0,above average,,416198.0,0.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,0.0,2.0,4.0,average,12880.0,454271.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,1.0,3.0,above average,22540.0,582301.0,0.0
16-25,male,0-9,university,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,19320.0,136835.0,1.0
65+,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,19320.0,32523.0,0.0
26-39,female,10-19,none,0.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,below average,19320.0,179889.0,1.0
16-25,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,259022.0,1.0
26-39,male,10-19,high school,0.0,after 2015,0.0,1.0,sedan,3.0,2.0,0.0,below average,20930.0,583013.0,0.0
40-64,female,20-29,university,1.0,before 2015,0.0,1.0,sports car,2.0,0.0,5.0,above average,17710.0,338977.0,0.0
26-39,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,5.0,0.0,0.0,above average,11270.0,444930.0,0.0
26-39,male,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,8051.0,555255.0,0.0
40-64,male,20-29,university,1.0,after 2015,0.0,0.0,sedan,1.0,0.0,2.0,above average,25760.0,820436.0,0.0
