Area,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud,ID
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,6732.0,13.0,873.0,Dealer,30.0,Complaint,1,9432.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,1370.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,1955.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,4305.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Manufacturer,1.4,Claim,0,5755.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,5465.0,12.0,776.0,Internet,24.0,Claim,0,4799.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,14.0,Internet,2.5,Claim,0,4112.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,356.0,Internet,13.0,Claim,0,2834.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4216.0,10.0,672.0,Dealer,25.0,Other,0,1432.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,5764.0,14.0,377.0,Dealer,20.0,Other,0,5683.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,7200.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,49331.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4891.0,14.0,337.0,Dealer,30.0,Complaint,0,7345.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,8872.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,6726.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,281.0,Manufacturer,4.0,Complaint,0,3826.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,1576.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,93701.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,84691.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,1935.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,35.0,Internet,11.0,Claim,0,6410.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,79691.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,10000.0,12.0,14.0,Dealer,6.5,Other,0,8149.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7235.0,13.0,125.0,Dealer,30.0,Complaint,0,5257.0
Rural,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,6449.0,11.0,826.0,Manufacturer,30.0,Claim,0,71201.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,3549.0,13.0,199.0,Internet,30.0,Other,0,6331.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,281.0,Internet,19.0,Complaint,0,7777.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,10000.0,12.0,14.0,Dealer,6.5,Other,0,9080.0
Urban,Personal,Household,AC,2.0,2.0,1.0,0.0,0.0,0.0,12000.0,15.0,167.0,Internet,15.0,Complaint,0,9046.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4097.0,13.0,23.0,Internet,30.0,Other,0,6153.0
Rural,Personal,Household,AC,2.0,1.0,2.0,0.0,0.0,0.0,10000.0,15.0,12.0,Dealer,6.5,Claim,0,4115.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,31731.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,311.0,Dealer,4.0,Claim,0,8242.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,3401.0,13.0,824.0,Internet,30.0,Claim,0,8136.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,18.0,Dealer,1.6,Complaint,0,1651.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,5062.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,10.0,81.0,Internet,21.0,Claim,0,7691.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,1,9349.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,340.0,Manufacturer,10.0,Claim,0,1741.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,8386.0,12.0,197.0,Dealer,30.0,Claim,0,2372.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,176.0,Internet,30.0,Complaint,0,5909.0
Urban,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,50000.0,12.0,6.0,Dealer,2.4,Claim,0,6115.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Claim,0,8201.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,4.0,Dealer,0.5,Complaint,0,9423.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,7960.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Complaint,1,2938.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,11.0,408.0,Dealer,30.0,Claim,0,907.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,42821.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,1566.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,363.0,Dealer,30.0,Other,0,468.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,7000.0,14.0,43.0,Dealer,17.0,Claim,0,1678.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Complaint,1,7175.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3949.0,11.0,556.0,Internet,30.0,Complaint,0,60461.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,5764.0,14.0,377.0,Dealer,20.0,Other,0,42711.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,40000.0,10.0,14.0,Manufacturer,1.5,Claim,1,4227.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,9224.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5618.0,14.0,289.0,Dealer,30.0,Claim,1,7924.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,8939.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,609.0,Internet,5.0,Claim,0,9139.0
Urban,Business,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,35.0,Internet,11.0,Claim,0,2358.0
Urban,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,,15.0,864.0,Manufacturer,30.0,Other,0,1487.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,2.0,15000.0,13.0,10.0,Manufacturer,2.4,Complaint,0,4083.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4097.0,13.0,23.0,Internet,30.0,Other,0,6013.0
Urban,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,5584.0,11.0,111.0,Dealer,4.0,Other,0,6296.0
Urban,Business,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,2742.0,10.0,214.0,Manufacturer,30.0,Complaint,0,3374.0
Urban,Business,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,2742.0,10.0,214.0,Manufacturer,30.0,Complaint,0,714.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,4457.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,32.0,Manufacturer,14.0,Claim,0,2071.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,10.0,299.0,Dealer,9.0,Complaint,0,5185.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,19.0,Internet,1.4,Complaint,0,7074.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,32.0,Manufacturer,14.0,Claim,0,50011.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,13021.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,8344.0,14.0,3.0,Internet,3.0,Complaint,0,5229.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,356.0,Internet,13.0,Claim,0,6032.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,6.0,Dealer,1.3,Complaint,0,9384.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,4862.0,10.0,854.0,Dealer,30.0,Claim,0,82621.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,15.0,18.0,Dealer,2.6,Claim,0,1061.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Other,0,60731.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,218.0,Internet,16.0,Complaint,0,97251.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,18.0,Dealer,1.5,Complaint,0,1629.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,12381.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,21.0,Manufacturer,1.6,Other,0,4147.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,15.0,61.0,Dealer,20.0,Complaint,0,3263.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,54111.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,9.0,Internet,2.6,Complaint,0,35481.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,88841.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,7.0,Internet,2.6,Complaint,0,925.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,2673.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,3.0,Manufacturer,0.5,Complaint,0,9537.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,25000.0,15.0,10.0,Dealer,1.5,Complaint,0,9680.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,50000.0,13.0,12.0,Manufacturer,1.5,Claim,1,5032.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,301.0,Manufacturer,3.0,Complaint,0,282.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,180.0,Internet,22.0,Complaint,0,6703.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,16.0,Dealer,1.6,Complaint,0,4237.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,5918.0,11.0,705.0,Dealer,9.0,Claim,0,7739.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,4585.0,12.0,821.0,Manufacturer,17.0,Complaint,0,92291.0
Urban,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,50000.0,10.0,18.0,Manufacturer,2.4,Claim,1,7944.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,180.0,Internet,22.0,Complaint,0,6154.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,55.0,Dealer,21.0,Claim,0,4927.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,18.0,Dealer,1.6,Complaint,0,28871.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,180.0,Internet,22.0,Complaint,0,4988.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,7.0,Manufacturer,1.6,Claim,1,4095.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,4748.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,67261.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,5124.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,6837.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4805.0,12.0,948.0,Dealer,3.0,Claim,0,76310.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,9.0,Internet,2.6,Complaint,0,5568.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5618.0,14.0,289.0,Dealer,30.0,Claim,1,5832.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,3501.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,10.0,Dealer,1.0,Claim,0,86251.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4891.0,14.0,337.0,Dealer,30.0,Complaint,0,2417.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,1,43261.0
Rural,Business,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,20000.0,13.0,3.0,Manufacturer,6.5,Claim,0,7765.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,7528.0,10.0,968.0,Internet,30.0,Complaint,0,12091.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,12.0,193.0,Dealer,7.0,Claim,0,8127.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Claim,0,5739.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3949.0,11.0,556.0,Internet,30.0,Complaint,0,3704.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,176.0,Internet,30.0,Complaint,0,26761.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,4143.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,60.0,Dealer,1.4,Complaint,0,7443.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,3549.0,13.0,199.0,Internet,30.0,Other,0,6961.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,1388.0,12.0,530.0,Manufacturer,30.0,Claim,0,7007.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,6993.0,15.0,505.0,Manufacturer,7.0,Complaint,1,439.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,1665.0
Rural,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4431.0,11.0,27.0,Internet,30.0,Complaint,0,2192.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,15.0,16.0,Manufacturer,1.5,claim,0,72341.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,4980.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4388.0,13.0,309.0,Manufacturer,30.0,Complaint,0,7961.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,0,9896.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,7404.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,5821.0,13.0,951.0,Manufacturer,30.0,Complaint,0,8687.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,4504.0,12.0,123.0,Dealer,30.0,Claim,0,27171.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,5204.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4024.0,12.0,721.0,Dealer,30.0,Complaint,0,5388.0
Urban,Personal,Household,AC,2.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,18361.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,1388.0,12.0,530.0,Manufacturer,30.0,Claim,0,191.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,187.0,Manufacturer,10.0,Complaint,0,1026.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,7370.0,13.0,698.0,Manufacturer,30.0,Other,0,7943.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,8525.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,8784.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,7225.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,6664.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,3388.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,0,9638.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,38771.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,12.0,350.0,Internet,18.0,Complaint,0,9703.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,14.0,331.0,Manufacturer,24.0,Complaint,0,3067.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,343.0,Internet,7.0,Complaint,0,1389.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,484.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,375.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,4504.0,12.0,123.0,Dealer,30.0,Claim,0,156.0
Urban,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,12.0,233.0,Dealer,6.0,Complaint,0,9868.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,32.0,Manufacturer,14.0,Claim,0,3112.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4024.0,12.0,721.0,Dealer,30.0,Complaint,0,6923.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,176.0,Internet,30.0,Complaint,0,2676.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,12.0,61.0,Dealer,24.0,Claim,0,271.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,187.0,Manufacturer,10.0,Complaint,0,3068.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,9.0,Manufacturer,1.0,Claim,0,397.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,3316.0,13.0,804.0,Internet,30.0,Claim,0,87001.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,9.0,Internet,2.6,Complaint,0,4913.0
Urban,Personal,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,349.0,Internet,21.0,Complaint,0,55661.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,4585.0,12.0,821.0,Manufacturer,17.0,Complaint,0,9698.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,8454.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,15.0,18.0,Internet,6.5,Complaint,0,6151.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,85410.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,9208.0
Rural,Personal,Household,AC,1.0,0.0,1.0,0.0,0.0,0.0,3129.0,14.0,94.0,Dealer,19.0,Other,0,7896.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3541.0,12.0,391.0,Manufacturer,27.0,Complaint,0,1041.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4891.0,14.0,337.0,Dealer,30.0,Complaint,0,151.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,1113.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,4.0,Manufacturer,1.3,Complaint,0,3897.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,363.0,Dealer,30.0,Other,0,2966.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,4444.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5618.0,14.0,289.0,Dealer,30.0,Claim,1,5584.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4388.0,13.0,309.0,Manufacturer,30.0,Complaint,0,3999.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4216.0,10.0,672.0,Dealer,25.0,Other,0,3561.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,12.0,7.0,Manufacturer,6.5,Claim,1,8234.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4474.0,12.0,202.0,Manufacturer,30.0,Claim,0,3395.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,7460.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,4060.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,15.0,61.0,Dealer,20.0,Complaint,0,69810.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,14.0,Internet,2.5,Claim,0,17571.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,7369.0,11.0,833.0,Dealer,30.0,Claim,0,19371.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,7947.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,6542.0,13.0,271.0,Dealer,4.0,Claim,0,5884.0
Urban,Business,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,15.0,315.0,Dealer,3.0,Claim,0,9005.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,1,5652.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,15.0,16.0,Manufacturer,1.5,Complaint,1,6451.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,15.0,Internet,1.0,Claim,0,2801.0
